,channel_id,channel_title_name,totalchannel_views_count,total_subscriber_count,total_video_count,playlist_id,playlist_name
0,UCXe8zzwpLxqk93TbHPFN1dw,Aman & Aastha,2130880,11000,56,PL_BdCbBuAiuLAv4-FmaizomfGN_VuxQEd,Life in Delhi
1,UCXe8zzwpLxqk93TbHPFN1dw,Aman & Aastha,2130880,11000,56,PL_BdCbBuAiuJft-xdRupA6T-X6Bjxm3hZ,Joining as ASO
2,UCXe8zzwpLxqk93TbHPFN1dw,Aman & Aastha,2130880,11000,56,PL_BdCbBuAiuLZ0zJAI-bLT4I_a566bpsA,Profit & Loss- Complete maths course (Rakesh Yadav +Previous year)
3,UCXe8zzwpLxqk93TbHPFN1dw,Aman & Aastha,2130880,11000,56,PL_BdCbBuAiuKw8FC6pC8vlUStxUK1e5_4,Percentage- Complete maths course (Rakesh Yadav+ Previous Year)
4,UCXe8zzwpLxqk93TbHPFN1dw,Aman & Aastha,2130880,11000,56,PL_BdCbBuAiuIIrboDmaTZaZdpO1KOTT_y,SSC SUCCESS BLUEPRINT
